Name,BSE Code,NSE Code,ISIN Code
James Warren Tea,538564,,INE718P01017
Womancart,,WOMANCART,INE0Q9601016
Shyam Century,539252,SHYAMCENT,INE979R01011
Chetana Educa.,,CHETANA,INE0U1T01012
Par Drugs & Che.,,PAR,INE04LG01015
Upsurge Seeds,,USASEEDS,INE0CBM01019
Mobilise App,,MOBILISE,INE1YNB01019
Lovable Lingerie,533343,LOVABLE,INE597L01014
MRP Agro,543262,,INE0D7801012
Sylvan Plyboard,,SYLVANPLY,INE01IH01015
AG Ventures,506579,,INE321D01016
Aban Offshore,523204,ABAN,INE421A01028
Aksh Optifibre,532351,AKSHOPTFBR,INE523B01011
Telge Projects,544544,,INE0SRP01014
Mega Nirman,539767,,INE216Q01010
Parvati Sweetner,541347,,INE295Z01015
K&R Rail Engine.,514360,,INE078T01026
Silverline Tech,500389,,INE368A01021
Amarjothi Spg.,521097,,INE484D01012
Drone Destinatio,,DRONE,INE0P7201019
Standard Inds.,530017,SIL,INE173A01025
ITL Industries,522183,,INE478D01014
Srinibas Pradhan,,SPCON,INE0TPJ01019
Fortis Malar,523696,,INE842B01015
Sellowrap Indus.,,SELLOWRAP,INE0IJF01013
Curis Lifescien.,,CURIS,INE1BZN01016
BAG Films,532507,BAGFILMS,INE116D01028
CG-VAK Software,531489,,INE084D01010
Sodhani Academy,544257,,INE0Q3401017
MILGREY FIN.&INV,511018,,INE679T01013
Newtime Infra.,531959,,INE997D01021
Mayank Cattle Fo,544106,,INE0R5Z01015
Mehai Technology,540730,,INE062Y01020
Munoth Capital,511200,,INE910G01027
Tahmar Enterp.,516032,,INE385D01029
Nexome Cap. Mkt.,508905,,INE641A01013
Clara Industries,543435,,INE0JJS01014
Gujarat Cotex,514386,,INE004C01028
Inventure Grow.,533506,INVENTURE,INE878H01024
M R Maniveni,,,INE0YD301010
Akar Auto Indust,530621,,INE864E01021
Shantidoot Infra,543598,,INE0LU301014
Shree OSFM,,SHREEOSFM,INE02S501018
Invicta Diagnos.,,INVICTA,INE0XJ501010
Dhampur.Spl.Sug.,531923,,INE956B01013
KVS Castings,544554,,INE163701019
Sancode Tech.,543897,,INE0P7001013
Ducon Tech,534674,DUCON,INE741L01018
Grob Tea Co,,GROBTEA,INE646C01018
Art Nirman Ltd,,ARTNIRMAN,INE738V01013
Nath Industries,502587,,INE777A01023
Surat Trade,530185,,INE936A01025
Alstone Textiles,539277,,INE184S01024
Holmarc Opto,,HOLMARC,INE0LXA01019
Denis Chem Lab,537536,,INE051G01012
SAL Automotive,539353,,INE724G01014
Manoj Ceramic,544073,,INE0A6N01026
Sadbhav Infra.,539346,SADBHIN,INE764L01010
Kaytex Fabrics,,KAYTEX,INE13ZD01013
Jet Freight,543420,JETFREIGHT,INE982V01025
Asit C Mehta Fin,530723,,INE041B01014
Beardsell,,BEARDSELL,INE520H01022
SEL Mfg. Co,532886,SELMC,INE105I01020
Palash Securi.,540648,PALASHSECU,INE471W01019
KG Petrochem,531609,,INE902G01016
PVV Infra Ltd,536659,,INE428B01021
Pacific Inds,523483,,INE883C01025
Sunrise Efficie.,543515,,INE0KPY01017
Gautam Exim,540613,,INE721X01015
Tomorrow Tech.,512018,,INE135H01029
Yajur Fibres,544676,,INE0CNJ01010
Sarthak Metals,540393,SMLT,INE017W01010
Ultracab India,538706,,INE010R01023
Athena Global,517429,,INE576B01019
Samrat Forgings,543229,,INE412J01010
DB Intl.Stock,530393,DBSTOCKBRO,INE921B01025
On Door Concepts,,ONDOOR,INE00ER01015
Texel Industries,526638,,INE594V01028
Shetron,526137,,INE278C01010
Jyoti Global,,JYOTIGLOBL,INE1M3T01017
Barak Valley,532916,BVCL,INE139I01011
AI Champ.Inds.,532806,,INE768E01024
Bhudevi Infra,526488,,INE432N01010
Deepak Chemtex,544036,,INE0RDM01013
Leo Dryfruits,544329,,INE0RH001011
Kovil. Lak. Rol.,507598,,INE014E01015
Mangalam Alloys,,MAL,INE00C401011
Indus Finance,531841,,INE935D01013
Archit Organosys,524640,,INE078I01011
Noida Tollbridg.,532481,NOIDATOLL,INE781B01015
Smarten Power,,SMARTEN,INE14GK01016
Gem Enviro,544199,,INE0RUJ01013
H D I L,532873,HDIL,INE191I01012
Goyal Aluminiums,541152,GOYALALUM,INE705X01026
Naturite Agro,538926,,INE223R01014
Panyam Cement,500322,,INE167E01037
Srivari Spices &,,SSFL,INE0ON201012
NIS Management,544495,,INE0M3X01010
Ideal Technopl.,,IDEALTECHO,INE0T9I01011
Kakatiya Cement,500234,KAKATCEM,INE437B01014
Prithvi Exchange,531688,,INE621B01021
Vels Film,,VELS,INE0I3H01019
Harikanta Overseas,,,INE1UYW01010
KCK Industries,,KCK,INE0J1E01027
Navkar Urban.,531494,NAVKARURB,INE268H01044
Rukmani Devi Gar,544552,,INE0S5T01017
Digjam,539979,DIGJAMLMTD,INE731U01028
Chowgule Steam,501833,,INE490A01015
Cont. Petroleums,523232,,INE369D01023
Droneacharya Aer,543713,,INE0MQD01015
Fiberweb (India),507910,FIBERWEB,INE296C01020
Silicon Rental,543615,,INE0MNV01014
Cura Tech.,532332,CURAA,INE117B01020
Rel. Chemotex,503162,RELCHEMQ,INE750D01016
Indian Emuls,,IEML,INE0RRU01016
Kundan Edifice,,KEL,INE0OWX01025
Galaxy Agrico,531911,,INE803L01016
Std. Capital Mkt,511700,,INE625D01028
Confidence Fut.,539991,,INE700F01024
J A Finance,543860,,INE825B01010
Aarnav Fashions,539562,AARNAV,INE750R01016
Readymix Cons.,,READYMIX,INE10QL01011
Kohinoor Foods,512559,KOHINOOR,INE080B01012
Fynx Capital,507962,,INE455H01021
Guj. State Fin.,532160,,INE944A01011
Prime Industries,519299,,INE543F01028
Jagsonpal Services,530601,,INE582C01015
G M Polyplast,543239,,INE0E2801015
Hind.Appliances,531918,,INE02XD01011
Landmark Prop.,533012,LPDC,INE197J01017
Prerna Infra.,531802,,INE426H01014
Vippy Spinpro,514302,,INE660D01017
Motor & Gen Fin,501343,MOTOGENFIN,INE861B01023
Amrapali Inds.,526241,,INE762C01021
Zeal Global Serv,,ZEAL,INE0PPS01018
BITS,526709,,INE839A01021
Deep Polymers,541778,,INE00IY01012
Titan Intech,521005,,INE807M01031
Banka Bioloo,,BANKA,INE862Y01015
Mercury Labs,538964,,INE947G01011
Vaishali Pharma,,VAISHALI,INE972X01022
Ramchandra Leas.,538540,,INE516P01015
Makers Labs.,506919,,INE987A01010
Mena Mani Inds.,531127,,INE148B01033
Lykis,530689,,INE624M01014
Garg Furnace,530615,,INE194E01015
Marvel Decor,,MDL,INE575Z01010
Flomic Global,504380,,INE952M01019
Valplast Technol,544565,,INE0QP701017
Slone Infosys.,,SLONE,INE0SMA01017
Globalspace Tech,540654,,INE632W01016
Trust Fintech,,TRUST,INE0SWN01019
Aakash Explor.,,AAKASH,INE087Z01024
Chatterbox Tech,544546,,INE1B4801017
Ganga Papers,531813,,INE278O01015
WEP Solutions,532373,,INE434B01029
Cinevista,532324,CINEVISTA,INE039B01026
Mahendra Realtor,,MRIL,INE632Q01018
B & A Packaging,523186,,INE00FM01013
APM Industries,523537,,INE170D01025
Rachit Prints,544503,,INE0ZN101029
Radhe Develop.,531273,,INE986B01044
Viaz Tyres,,VIAZ,INE0MO401019
Cargotrans Marit,543618,,INE0M4L01013
Inter Globe Fin,511391,,INE661M01016
Variman Global,540570,,INE717F01028
Classic Electrod,,CLASSICEIL,INE0UQ601012
Pee Cee Cosma,524136,,INE417E01010
Gabion Technol.,544675,,INE1H1501013
Sheel Bio.,,SHEEL,INE0YJV01017
AMD Industries,532828,AMDIND,INE005I01014
Rexnord Electr.,531888,,INE687C01012
Piccadily Sugar,507498,,INE544C01023
Advik Capital,539773,,INE178T01024
Chart.Logistics,531977,,INE558F01026
Mangalam Industr,537800,,INE717C01025
Ameya Precision,,AMEYA,INE0KT901015
Innovative Tyres,,ITTL,INE070Y01023
Grill Splendour,,BIRDYS,INE0PC901019
Ceenik Exports,531119,,INE418D01010
Himalaya Food,526899,,INE552B01010
Maxposure,,MAXPOSURE,INE0ECC01022
T & I Global,522294,,INE811B01010
Cenlub Industrie,522251,,INE627F01011
R S Software (I),517447,RSSOFTWARE,INE165B01029
Total Transport,,TOTAL,INE336X01012
Cravatex,509472,,INE145E01017
Techknowgreen,543991,,INE0P4P01011
Rishiroop,526492,,INE582D01013
Fervent Synerg.,533896,,INE258M01011
Jolly Plastic,507968,,INE289M01016
Guj. Containers,513507,,INE276I01011
Shanti Spintex,544059,,INE0QZQ01019
Gujarat Peanut,544548,,INE0SIK01014
Paragon Fine,,PARAGON,INE0N4G01012
Aakaar Medical,,AAKAAR,INE1GYP01013
Zenith Steel,531845,ZENITHSTL,INE318D01020
Naapbooks,543351,,INE0GOA01018
BEW Engg,,BEWLTD,INE0HQI01014
Ashapura Logi.,,ASHALOG,INE0LAA01017
BLB,532290,BLBLIMITED,INE791A01024
Atam Valves,543236,ATAM,INE09KD01013
Nukleus Office,544370,,INE0VYX01018
Digidrive Dist.,544079,DIGIDRIVE,INE0PSC01024
Ascensive Educa.,543443,,INE0E4I01027
Edvenswa Enter,517170,,INE125G01014
Acme Resources,539391,,INE636B01011
Vdeal System,,VDEAL,INE0U2M01015
My Mudra Fin.,,MYMUDRA,INE0RVQ01016
Technichem Org.,544327,,INE0ZHT01012
Tokyo Plast Intl,500418,TOKYOPLAST,INE932C01012
Highness Microelectronics,544741,,INE1KI801019
Shakti Press,526841,,INE794C01016
Retina Paints,543902,,INE0NTC01019
Shri Hare-Krish.,,SHKSIL,INE0NON01025
Abhinav Capital,532057,,INE516F01016
Patel Integrated,526381,PATINTLOG,INE529D01014
Indrayani Biotec,526445,,INE007C01021
Porwal Auto Comp,532933,,INE386I01018
Indian Acrylics,514165,,INE862B01013
Ken Enter.,,KEN,INE15DO01012
Shri Vasuprada,538092,,INE574G01013
SPL Industries,532651,SPLIL,INE978G01016
Ampvolts,535719,,INE989J01017
Guj. Toolroom,513337,,INE145J01032
Deepak Spinners,514030,,INE272C01013
Hisar Met.Inds.,590018,HISARMETAL,INE598C01011
Nilachal Refract,502294,,INE416N01013
Newjaisa Tech,,NEWJAISA,INE0PW501021
Uma Exports,543513,UMAEXPORTS,INE0GIU01018
Acknit Indus.,530043,,INE326C01017
Onelife Capital,533632,ONELIFECAP,INE912L01015
Nagreeka Exports,521109,NAGREEKEXP,INE123B01028
Odigma Consultan,544301,ODIGMA,INE054301028
Transcorp Intl.,532410,,INE330E01023
Tirupati Innovar,539040,,INE812Q01016
Charter. Capital,511696,,INE953B01010
Alcokraft Dist.,,ALCODIS,INE448V01019
New Swan,544082,,INE0GEN01012
RKEC Projects,,RKEC,INE786W01010
Simran Farms,519566,,INE354D01017
Shri Balaji,544074,,INE0RNZ01014
Refractory Shap.,,REFRACTORY,INE0TNX01015
Pion. Embroider.,514300,PIONEEREMB,INE156C01018
Polychem,506605,,INE752B01024
Sarda Proteins,519242,,INE995U01011
Energy Devl.Co.,532219,ENERGYDEV,INE306C01019
Saumya Cons,539218,,INE563C01015
Nexxus Petro,544265,,INE0QUL01011
G G Engineering,540614,,INE694X01030
ROX Hi-Tech,,ROXHITECH,INE0PDJ01013
Aristo Bio-Tech,,ARISTO,INE082101010
Touchwood Enter.,,TOUCHWOOD,INE486Y01013
Accuracy Shippi.,544598,ACCURACY,INE648Z01023
Sharda Ispat,513548,,INE385M01012
Bhaskar Agrochem,524534,,INE972C01018
Mukesh Babu Fin.,530341,,INE596B01017
Digikore Studios,,DIGIKORE,INE0QJ901011
Siyaram Recycli.,544047,,INE0QSK01017
COSCO (India),530545,,INE949B01018
Jungle Camps,544304,,INE0WCH01015
NRB Indl Bearing,535458,NIBL,INE047O01014
Bacil Pharma,524516,,INE711D01018
Comfort Fincap,535267,,INE274M01026
Marushika Tech.,,MARUSHIKA,INE0X7G01013
Shine Fashions,543244,,INE0BLY01023
Identixweb,544388,,INE0PA401012
Shervani Indl Sy,526117,,INE011D01013
TPI India,500421,,INE578C01021
Tanvi Foods,540332,,INE978V01015
Vikram Kamats,539659,,INE564S01019
Kamadgiri Fash.,514322,,INE535C01013
Satchmo Holdings,533202,,INE639K01016
Narmada Macplast,517431,,INE060D01028
Dynavision,517238,,INE083E01010
Crayons Advertis,,CRAYONS,INE0OFK01019
Srivasavi Adhes.,,SRIVASAVI,INE0NPI01014
Softrak Venture,531529,,INE562E01021
Kranti Industrie,542459,,INE911T01010
Kiaasa Retail,544711,,INE1C3F01018
Prakash Steelage,533239,PRAKASHSTL,INE696K01024
Future Market,533296,FMNL,INE360L01017
Choksi Asia,530427,,INE865B01016
Gensol Engineer.,542851,GENSOL,INE06H201014
Sanrhea Tech.,514280,,INE589J01015
Osia Hyper Reta.,,OSIAHYPER,INE06IR01021
WSFX Global,511147,,INE549D01012
Shantai Indust.,512297,,INE408F01024
Eco Hotels,514402,,INE638N01012
Banaras Beads,526849,BANARBEADS,INE655B01011
Haryana Capfin,532855,,INE928H01019
Bonlon Industrie,543211,BONLON,INE0B9A01018
Vilin Bio Med,,VILINBIO,INE0L4V01013
Lead Reclaim,,LRRPL,INE0H4B01011
Super Tannery,523842,,INE460D01038
Handson Global,532761,HGM,INE596H01014
Bhatia Colour,543497,,INE0KQ001017
Terai Tea Co,530533,,INE390D01011
Restile Ceramics,515085,,INE298E01022
Accel,517494,,INE258C01038
R R Fin. Cons.,511626,,INE229D01011
IL&FS Transport,533177,IL&FSTRANS,INE975G01012
Arabian Petrol.,,ARABIAN,INE08NJ01024
Choksi Laborator,526546,,INE493D01013
Waa Solar,541445,,INE799N01012
Virat Crane Inds,519457,,INE295C01014
Shubham Polyspin,542019,,INE01J501010
Bharat Immunolog,524663,,INE994B01014
Leading Lea. Fin,540360,,INE715Q01029
Sunsky Logistics,544566,,INE10CM01027
SGL Resources,526544,,INE967B01028
Paramatrix Tech.,,PARAMATRIX,INE0S2W01018
Shristi Infra,511411,,INE472C01027
Siddhi Cotspin,,SIDDHICOTS,INE0SVO01019
Vivid Mercantile,542046,,INE647Z01025
JHS Sven.Lab.,532771,JHS,INE544H01014
B N Rathi Sec.,523019,,INE710D01028
Omfurn India,,OMFURN,INE338Y01016
Sh. Hari Chem.,524336,,INE065E01017
Umiya Mobile,544464,,INE1P1A01018
Mohini Health,,MHHL,INE450S01011
Crop Life Scienc,,CLSL,INE00NH01017
TruCap Finance,540268,TRU,INE615R01029
Kaushalya,,KLL,INE0Q2V01012
Silky Overseas,,SILKY,INE0SN801015
Shalimar Wires,532455,,INE655D01025
My Money Sec.,538862,,INE232L01018
Premium Plast,,PREMIUM,INE0M1F01011
M E T S,538401,,INE318N01011
Adtech Systems,544185,,INE257C01014
NHC Foods,517554,,INE141C01036
Wallfort Fin.,532053,,INE121B01014
Galaxy Supermarket,506186,,INE403B01016
Veekayem Fash.,,VEEKAYEM,INE0KTW01013
Sangani Hospital,,SANGANI,INE0OVI01010
Gujarat Hotels,507960,,INE621C01011
Mega Corp.,531417,,INE804B01023
Raj Oil Mills,533093,ROML,INE294G01026
Chrome Silicon,513005,,INE114E01013
IEL,524614,,INE056E01024
Eiko Lifescience,540204,,INE666Q01016
Everlon Fin.,514358,,INE339D01034
Royal Sense,544143,,INE0QQG01019
SecureKloud Tech,512161,SECURKLOUD,INE650K01021
Ajooni Biotech,,AJOONI,INE820Y01021
Integrity Infra.,,INTEGRITY,INE0YSH01017
Suntech Infra.,,SUNTECH,INE0SGZ01016
K2 Infragen,,K2INFRA,INE0DEZ01013
Surbhi Industrie,514260,,INE899E01019
KKalpana Inds.,526409,,INE301C01028
Team24 Consumer,500458,,INE601A01017
Yash Innoventure,523650,,INE823D01011
Cadsys (India),,CADSYS,INE090Y01013
Binny Mills,535620,,INE160L01011
F Mec Intl. Fin.,539552,,INE108T01013
Royal India Corp,512047,,INE510H01015
Orchasp Ltd,532271,ORCHASP,INE215B01022
Paras Petrofils,521246,PARASPETRO,INE162C01024
Kati patang Life,531126,,INE237C01016
EMA India,522027,,INE279D01016
Creative Casting,539527,,INE146E01015
Praruh Tech,544538,,INE0TI501017
Universal Auto.,539314,,INE203T01012
NFP Sampoorna,,,INE0T1501010
SKP Securities,531169,,INE709B01016
ANI Integrated,,AISL,INE635Y01015
Ansal Properties,500013,ANSALAPI,INE436A01026
Nakoda Group,541418,NGIL,INE236Y01012
Milton Industri.,,MILTON,INE376Y01016
Enbee Trade,512441,,INE993I01029
Naman Industries Proxima,,NAMAN,INE0RJM01010
Delta Manufact.,504286,DELTAMAGNT,INE393A01011
SwarnsaritaJewel,526365,,INE967A01012
Ironwood Educa,508918,,INE791H01011
Riddhi Corporate,540590,,INE325X01015
Icodex Publish.,544483,,INE111601014
Fonebox Retail,,FONEBOX,INE0Q4701019
Telogica,532975,,INE778I01024
Mehul Colours,544472,,INE1KH601014
IB Infotech,519463,,INE678B01021
E-Land Apparel,532820,,INE311H01018
Alkali Metals,533029,ALKALI,INE773I01017
Baba Arts,532380,,INE893A01036
Panth Infinity,539143,,INE945O01019
Source Natural,531398,,INE679C01027
GACM Tech,531723,GATECH,INE224E01028
Sky Industries,526479,,INE765B01018
Future Consumer,533400,FCONSUMER,INE220J01025
Teesta Agro Ind.,524204,,INE757D01011
Unisem Agritech,544648,,INE1FHV01026
Kesar Terminals,533289,,INE096L01025
Kreon Finnancial,530139,,INE302C01018
Dutron Polymers,517437,,INE940C01015
Odyssey Tech.,530175,,INE213B01019
Ansal Buildwell,523007,,INE030C01015
KSR Footwear,544615,KSR,INE1SPP01016
Guj. Credit Corp,511441,,INE034B01019
Moving Media,,MMEL,INE0XM301010
Service Care Ltd,,SERVICE,INE0P1Q01015
Kemistar Corp.,531163,,INE971L01029
Chiraharit,544561,,INE12P101018
Elixir Capital,531278,,INE785D01012
Lakhotia Poly.,535387,,INE191O01010
Damodar Indust.,521220,DAMODARIND,INE497D01022
Hind Aluminium,531979,,INE227B01019
Oceanic Foods,540405,,INE711V01010
Vineet Laborator,543298,VINEETLAB,INE505Y01010
Sundaram Multi.,533166,SUNDARAM,INE108E01023
Zenith Drugs,,ZENITHDRUG,INE0QWN01013
Joindre Capital,531861,,INE024B01010
Samrat Pharma,530125,,INE103E01016
Jetking Infotrai,517063,,INE919C01019
Marco Cables,,MARCO,INE0QP001012
Graphisads,,GRAPHISAD,INE0POU01017
Malpani Pipes,544351,,INE0YON01014
Kesar Enterprise,507180,,INE133B01027
Unique Organics,530997,,INE333E01019
Apoorva Leasing,539545,,INE217S01014
Mangal Compuso.,544287,,INE0RU901015
Saj Hotels,,SAJHOTELS,INE00MT01022
Excellent Wires,,EXCELLENT,INE0Y4801011
Anmol India,542437,ANMOL,INE02AR01019
Covidh Technolog,534920,,INE899M01020
Dhanlaxmi Cotex,512485,,INE977F01010
Atlas Cycles,505029,ATLASCYCLE,INE446A01025
Bombay Cycle,501430,,INE691K01017
Guru Krupa Gems,540545,,INE986W01016
Khaitan (India),590068,KHAITANLTD,INE731C01018
Genpharmasec,531592,,INE861N01036
Delta Auto.,,DELTIC,INE0XRN01019
Vishal Bearings,539398,,INE060T01024
Conart Engineers,522231,,INE714D01020
BAMPSL Sec.,531591,,INE802A01037
Sanginita Chemi.,,SANGINITA,INE753W01010
Banas Finance,509053,,INE521L01030
Hilltone Softwar,544308,,INE168C01013
HB Portfolio,532333,,INE638B01025
Capfin India,539198,,INE960C01013
Ambey Laborator.,,AMBEY,INE0M3I01029
Essex Marine,544475,,INE1IBY01019
Universal Starch,524408,,INE113E01015
Gayatri Sugars,532183,,INE622E01023
Transwar.Fin.,532812,TFL,INE804H01012
AVSL Industries,,AVSL,INE522V01011
Cambridge Tech.,532801,CTE,INE627H01017
Repono,544463,,INE15WN01014
Amwill Health,544353,,INE0U2L01017
Starlog Enterp.,520155,,INE580C01019
Kasturi Metal,544688,,INE0T1301023
Hiliks Technolog,539697,,INE966Q01010
Virya Resources,512479,,INE661K01010
Royale Manor,526640,,INE008C01011
Cranes Software,512093,,INE234B01023
Gowra Leasing,530709,,INE225G01012
Agri-Tech India,537292,AGRITECH,INE449G01018
3P Land Hold.,516092,3PLAND,INE105C01023
Blu.Coast Hotel.,531495,BLUECOAST,INE472B01011
Hariyana Ship,526931,,INE400G01011
Skyline Millars,505650,,INE178E01026
Betex India,512477,,INE765L01017
Trescon,532159,,INE088D01011
Dharan Infra-EPC,541161,DHARAN,INE278R01034
Trident Texofab,540726,,INE071Y01013
ATC Energies,,ATCENERGY,INE0V0Q01019
Ladderup Finance,530577,,INE519D01015
Mysore Petro,506734,,INE741A01011
Abha Power,,ABHAPOWER,INE0UYG01015
Homre,523387,,INE982C01033
Mishka Exim,539220,,INE540S01019
Sh. Rajas. Synt.,503837,,INE796C01011
Tulsyan NEC,513629,,INE463D01016
Alliance Integ.,534064,,INE123D01024
Winsome Brew.,526471,,INE391C01011
H.M. Electro,544349,,INE0DZD01015
Odyssey Corpn.,531996,,INE839E01023
Real Touch Fin,538611,,INE840I01014
Asston Pharmaceu,544445,,INE0SJX01015
Sunil Healthcare,537253,,INE671C01016
Ceeta Industries,514171,,INE760J01012
Yuvraaj Hygiene,531663,,INE139D01020
Ganesha Ecoverse,539041,,INE369Q01017
Dhanalaxmi Roto,521216,,INE220C01012
Shreeji Translog,540738,,INE402Y01028
Elegant Marbles,526705,,INE095B01010
Samay Project,,SAMAY,INE124101010
Orient Press,526325,ORIENTLTD,INE609C01024
Desi Farms India,507984,,INE358F01013
Alkosign,543453,,INE0KA601012
Riba Textiles,531952,,INE811H01017
Ceejay Finance,530789,,INE358C01010
JFL Life,,JFLLIFE,INE0LA901015
Paramount Specia,,PSFL,INE0Q6001012
Brace Port,,BRACEPORT,INE0R4Z01018
SPA CAPT SER,542376,,INE726X01014
Konstelec Engg.,,KONSTELEC,INE0QEI01011
Punjab Commun.,500346,,INE609A01010
AastamangalamFin,511764,,INE819K01014
Kshitij Polyline,,KSHITIJPOL,INE013801027
Bridge Securitie,530249,,INE958C01025
Ashnoor Textile,507872,,INE372I01018
Dhansafal Fin,512048,,INE195E01020
Dhruv Consultanc,541302,DHRUV,INE506Z01015
Kothari Ferment.,507474,,INE991B01010
Palco Metals Ltd,539121,,INE239L01013
Steelman Telecom,543622,,INE0MSK01016
Balkrishna Paper,539251,BALKRISHNA,INE875R01011
Agro Phos India,,AGROPHOS,INE740V01019
Rajas. Tube Mfg,530253,,INE497E01020
Kabra Drugs,524322,,INE323K01017
Suvidhaa Info.,543281,SUVIDHAA,INE018401013
Vivo Bio Tech,511509,,INE380K01017
Safa Systems,543461,,INE0JNA01014
Jupiter Info.,534623,,INE524N01014
Modern Engineer.,539762,,INE250S01015
Filtra Consult.,539098,,INE541R01019
S A Tech Soft.,,SATECH,INE0BSN01013
Rachana Infra.,,RILINFRA,INE02OY01016
NCL Res. & Finl.,530557,,INE132F01038
Baweja Studios L,,BAWEJA,INE0JFJ01011
Sonu Infratech,,SONUINFRA,INE0JZA01018
Priti Internati.,,PRITI,INE974Z01015
Aeonx Digital,524594,,INE994D01010
Luxury Time,544635,,INE1CJB01013
Regis Industries,543208,,INE745R01024
Presstonic Engi.,,PRESSTONIC,INE0R1601012
Constronics,523844,,INE537B01011
AJC Jewel,544425,,INE0XRR01010
Dar Credit & Cap,,DCCL,INE04Q901010
Tuni Text. Mills,531411,,INE560D01027
Arvind Port &,,ARVINDPORT,INE0P4T01013
Onyx Biotec,,ONYX,INE0WVU01018
Victoria Mills,503349,,INE203D01016
Supreme Facility,,SFML,INE0U6N01014
LCC Infotech,532019,LCCINFOTEC,INE938A01021
Star Housing Fin,539017,,INE526R01028
Phaarmasia,523620,,INE486I01016
ARC Insulation,,ARCIIL,INE0YDV01010
D.K. Enterprises,,DKEGL,INE0GN101014
Hardcast.& Waud,509597,,INE722D01015
Rudra Gas,544121,,INE0OYK01010
Vigor Plast,,VIGOR,INE1DM601016
Acrow India,513149,,INE950D01012
Arman Holdings,538556,,INE510P01018
Jayant Infratech,543544,,INE0KR801019
Nandani Creation,,JAIPURKURT,INE696V01013
VMS Industries,533427,,INE932K01015
Shiva Mills,540961,SHIVAMILLS,INE644Y01017
We Win Ltd,543535,WEWIN,INE082W01014
Manav Infra,,MANAV,INE104Y01012
Jamshri Realty,502901,,INE462D01034
Karma Energy Ltd,533451,KARMAENG,INE725L01011
Misquita Engg.,542801,,INE957W01025
Pentagon Rubber,,PENTAGON,INE0ORS01017
Defrail Technologies,544677,,INE0ZE201010
Neptune Logitek,544663,,INE1NQ501012
Hira Automobile,531743,,INE258Z01013
SSMD Agrotech,544621,,INE1U2R01013
ICDS,511194,ICDSLTD,INE613B01010
Teamo Production,533048,TPHQ,INE065J01024
Fortune Interntl,530213,,INE501D01013
Vishwas Agri,,VISHWAS,INE0S2E01016
Royal Cush. Vin.,526193,,INE618A01011
Supertech EV,544428,,INE0SC101013
Studio LSD,,STUDIOLSD,INE17VO01028
Autofurnish,,,INE18HI01019
Vruddhi Engineer,544157,,INE0OMZ01013
Mantra Capital,511577,,INE304E01010
Electro Force,,EFORCE,INE0Q1W01012
AccelerateBS Ind,543938,,INE0POP01017
Viji Finance,537820,VIJIFIN,INE159N01027
Malu Paper,532728,MALUPAPER,INE383H01017
Vivimed Labs.,532660,VIVIMEDLAB,INE526G01021
Hybrid Financial,500262,HYBRIDFIN,INE965B01022
Grovy India,539522,,INE343C01012
Pranik Logistics,,PRANIK,INE0VJG01014
Warren Tea,508494,,INE712A01012
Gayatri Highways,541546,GAYAHWS,INE287Z01012
Saboo Sodium,530461,,INE440C01016
Rodium Realty,531822,,INE513E01024
Diligent Indust.,531153,,INE650C01036
Facor Alloys,532656,,INE828G01013
Olatech Solution,543578,,INE0M3901015
Yash Chemex,539939,,INE571U01010
Aris Interna.,531677,,INE588E01026
G V Films,523277,,INE395B01048
Growington Vent,539222,,INE451S01027
Perfectpac,526435,,INE759I01024
Sharika Enterpr.,540786,,INE669Y01022
Bang Overseas,532946,BANG,INE863I01016
Shlokka Dyes,544582,,INE1EUB01016
VSF Projects,519331,,INE923K01014
Bandaram Pharma,524602,,INE875N01036
Vinny Overseas,543670,VINNY,INE01KI01027
Dhanlaxmi Crop,,DHANLAXMI,INE0V9V01010
Garment Mantra,539216,,INE653S01028
Dhatre Udyog,540080,,INE715T01031
Shelter Pharma,543963,,INE013V01011
Krypton Industri,523550,,INE951B01014
